#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
CN|MCNB|45.5958|-67.3198|167.0|McAdam, NB, CA|2016-05-21T00:00:00|2599-12-31T23:59:59
CN|MGRB|48.9997|-124.6971|1310.0|Mount Grey, BC, CA|2018-10-24T00:00:00|2599-12-31T23:59:59
CN|MNTQ|45.5003|-73.6228|112.0|Montreal, QC, CA|2010-07-26T00:00:00|2599-12-31T23:59:59
CN|MOBC|53.1437|-131.9663|704.0|Moresby, BC, CA|1996-02-26T00:00:00|2599-12-31T23:59:59
CN|MOQ|45.3115|-72.2409|845.0|Mont-Orford, QC, CA|1996-09-17T00:00:00|2599-12-31T23:59:59
CN|MRBQ|45.7972|-73.9852|97.0|Mirabel, QC, CA|2019-05-11T00:00:00|2599-12-31T23:59:59
CN|NCSB|50.4031|-126.0559|1297.0|Newcastle Ridge, BC, CA|2017-11-01T00:00:00|2599-12-31T23:59:59
CN|NLLB|49.2271|-123.9882|199.0|Nanaimo Lost Lake, BC, CA|2003-01-01T00:00:00|2599-12-31T23:59:59
CN|NTKA|49.5924|-126.6166|12.0|Nootka, BC, CA|2013-03-23T00:00:00|2599-12-31T23:59:59
CN|ORIO|45.4515|-75.511|74.0|Orleans Innes Road, ON, CA|2008-06-19T00:00:00|2599-12-31T23:59:59
CN|OTAO|45.4069|-75.5526|21.0|Ottawa Anderson Road, ON, CA|2019-02-04T00:00:00|2599-12-31T23:59:59
CN|OTT|45.3942|-75.7167|77.0|Ottawa, ON, CA|1992-06-01T00:00:00|2599-12-31T23:59:59
CN|OZB|48.9612|-125.4978|626.0|Mt. Ozzard, BC, CA|1996-03-28T00:00:00|2599-12-31T23:59:59
CN|PABB|49.2188|-124.8114|36.0|Port Alberni, BC, CA|2018-03-31T00:00:00|2599-12-31T23:59:59
CN|PACB|50.4355|-127.4925|24.0|Port Alice, BC, CA|2010-06-24T00:00:00|2599-12-31T23:59:59
CN|PGC|48.6498|-123.4521|12.0|Sidney, BC, CA|1993-07-01T00:00:00|2599-12-31T23:59:59
CN|PHC|50.7067|-127.433|32.0|Port Hardy, BC, CA|1995-12-14T00:00:00|2599-12-31T23:59:59
CN|PKLO|51.4987|-90.3522|376.2|Pickle Lake, ON, CA|2004-06-15T00:00:00|2599-12-31T23:59:59
CN|PLBC|59.455|-136.3659|285.0|Pleasant Camp, BC, CA|2005-09-03T00:00:00|2599-12-31T23:59:59
CN|PMAQ|49.8285|-64.3269|25.0|Port Menier Anticosti Is, QC, CA|2015-09-16T00:00:00|2599-12-31T23:59:59
CN|PNPO|48.5957|-86.2846|219.3|Pukaskwa, ON, CA|2004-06-18T00:00:00|2599-12-31T23:59:59
CN|PNT|49.3224|-119.6254|531.0|Penticton, BC, CA|1993-02-03T00:00:00|2599-12-31T23:59:59
CN|POIN|72.7012|-77.962|21.0|Pond Inlet, NU, CA|2018-09-07T00:00:00|2599-12-31T23:59:59
CN|PTRF|48.5442|-124.4131|164.0|Port Renfrew PTRF, BC, CA|2017-02-17T00:00:00|2599-12-31T23:59:59
CN|QCQ|46.7792|-71.2756|90.0|Quebec City, QC, CA|1997-11-01T00:00:00|2599-12-31T23:59:59
CN|RES|74.6892|-94.8962|19.0|Resolute, NU, CA|1992-05-05T00:00:00|2599-12-31T23:59:59
CN|RIGQ|45.4469|-74.2581|149.0|Rigaud, QC, CA|2019-02-02T00:00:00|2599-12-31T23:59:59
CN|RUBB|54.3262|-130.2523|12.0|Prince Rupert, BC, CA|2001-07-18T00:00:00|2599-12-31T23:59:59
CN|SADO|44.7695|-79.1411|228.0|Sadowa, ON, CA|1993-12-03T00:00:00|2599-12-31T23:59:59
CN|SAKN|56.5359|-79.2324|2.0|Sanikiluaq, NU, CA|2014-11-25T00:00:00|2599-12-31T23:59:59
CN|SANQ|48.3249|-71.9886|296.0|St-Andre-du-Lac-St-Jean, QC, CA|2018-06-22T00:00:00|2599-12-31T23:59:59
CN|SCHQ|54.8324|-66.8332|497.5|Schefferville, QC,|1994-12-22T00:00:00|2599-12-31T23:59:59
CN|SFA|47.1246|-70.8266|227.0|St-Ferreol-les-Neiges, QC, CA|2018-06-05T00:00:00|2599-12-31T23:59:59
CN|SGRQ|46.1399|-70.5788|330.0|St-Georges, QC, CA|2019-07-21T00:00:00|2599-12-31T23:59:59
CN|SHB|49.5985|-123.8771|1129.0|Sechelt, BC, CA|1996-11-28T00:00:00|2599-12-31T23:59:59
CN|SJNN|47.5951|-52.678|143.0|St. Johns, NL, CA|2005-10-12T00:00:00|2599-12-31T23:59:59
CN|SJUQ|45.5621|-73.3233|66.0|Ste-Julie, QC, CA|2019-05-12T00:00:00|2599-12-31T23:59:59
CN|SLBQ|46.7418|-70.016|412.0|Ste-Lucie-de-Beauregard, QC, CA|2018-06-17T00:00:00|2599-12-31T23:59:59
CN|SMQ|50.2225|-66.7025|344.0|Ste-Marguerite, QC, CA|1996-02-02T00:00:00|2599-12-31T23:59:59
CN|SNFQ|48.888|-67.3511|65.0|Sainte-Felicite, QC, CA|2018-06-16T00:00:00|2599-12-31T23:59:59
CN|SOLO|50.0215|-92.0808|370.0|Sioux Lookout, ON, CA|1998-11-04T00:00:00|2599-12-31T23:59:59
CN|STPQ|47.5262|-69.8049|50.0|St-Pascal, QC, CA|2018-06-18T00:00:00|2599-12-31T23:59:59
CN|SUBO|46.6115|-81.1321|281.0|Sudbury, ON, CA|2017-06-06T00:00:00|2599-12-31T23:59:59
CN|SURQ|45.1675|-73.7081|60.0|Ste-Clotilde, QC, CA|2019-02-15T00:00:00|2599-12-31T23:59:59
CN|SYMB|48.5593|-123.7989|945.0|Survey Mountain, BC, CA|2016-09-19T00:00:00|2599-12-31T23:59:59
CN|TBO|48.6472|-89.4085|475.0|Thunder Bay, ON, CA|1993-10-05T00:00:00|2599-12-31T23:59:59
CN|TRQ|46.2176|-74.5513|860.0|Mont-Tremblant, QC, CA|2015-09-02T00:00:00|2599-12-31T23:59:59
CN|ULM|50.2503|-95.875|250.9|Lac Du Bonnet, MB, CA|1994-12-07T00:00:00|2599-12-31T23:59:59
CN|VGZ|48.4131|-123.3251|67.0|Victoria Gonzales, BC, CA|1994-07-21T00:00:00|2599-12-31T23:59:59
CN|VLDQ|48.1901|-77.7572|316.0|Val-dOr, QC, CA|2002-01-07T00:00:00|2599-12-31T23:59:59
CN|WBO|45.0012|-75.2753|840.0|Williamsburg, ON, CA|1993-12-16T00:00:00|2599-12-31T23:59:59
CN|WHY|60.6597|-134.8825|1273.0|Whitehorse, YT, CA|1994-10-03T00:00:00|2599-12-31T23:59:59
CN|WOSB|50.1608|-126.5704|961.0|Woss, BC, CA|1998-11-17T00:00:00|2599-12-31T23:59:59
CN|WPB|49.6478|-123.2094|260.0|Watts Point, BC, CA|1996-09-04T00:00:00|2599-12-31T23:59:59
CN|WSLR|50.1266|-122.9212|907.0|Whistler, BC, CA|2003-06-02T00:00:00|2599-12-31T23:59:59
CN|YKAB0|62.6059|-114.606|196.0|Yellowknife Blue 10, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB1|62.4023|-114.6063|146.0|Yellowknife Blue 1, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB2|62.4247|-114.6064|151.8|Yellowknife Blue 2, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB3|62.4485|-114.6061|159.5|Yellowknife Blue 3, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB4|62.4709|-114.6057|164.8|Yellowknife Blue 4, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB6|62.5164|-114.6057|174.6|Yellowknife Blue 6, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB7|62.5389|-114.6061|178.0|Yellowknife Blue 7, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB8|62.5614|-114.6054|171.5|Yellowknife Blue 8, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAB9|62.5829|-114.6047|188.3|Yellowknife Blue 9, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR1|62.4928|-114.9445|142.0|Yellowknife Red 1, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR2|62.4928|-114.8959|146.2|Yellowknife Red 2, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR3|62.4929|-114.8477|147.6|Yellowknife Red 3, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR4|62.4927|-114.7998|150.1|Yellowknife Red 4, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR5|62.4931|-114.7504|155.3|Yellowknife Red 5, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR6|62.4932|-114.7019|162.0|Yellowknife Red 6, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR7|62.4932|-114.6544|168.5|Yellowknife Red 7, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR8|62.4931|-114.6061|168.0|Yellowknife Red 8, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAR9|62.493|-114.5564|172.6|Yellowknife Red 9, NT, CA|2013-06-26T00:00:00|2599-12-31T23:59:59
CN|YKAW1|62.4822|-114.4842|198.2|Yellowknife White 1, NT, CA|2013-07-15T00:00:00|2599-12-31T23:59:59
CN|YKAW3|62.5616|-114.6099|196.6|Yellowknife White 3, NT, CA|2013-07-15T00:00:00|2599-12-31T23:59:59
CN|YUK2|61.7668|-140.8426|1229.0|White River, YT, CA|2010-08-28T00:00:00|2599-12-31T23:59:59
CN|YUK3|61.7755|-140.4595|2100.0|Moose Creek, YT, CA|2010-08-25T00:00:00|2599-12-31T23:59:59
CN|YUK4|61.4348|-138.5463|2009.0|Talbot Arm, YT, CA|2010-08-29T00:00:00|2599-12-31T23:59:59
CN|YUK5|61.1315|-137.8593|1619.0|Granite Creek, YT, CA|2010-08-23T00:00:00|2599-12-31T23:59:59
CN|YUK6|60.9432|-138.3626|2233.0|Outpost Mountain, YT, CA|2010-08-29T00:00:00|2599-12-31T23:59:59
CN|YUK7|60.5307|-138.1399|1992.0|Dusty Glacier, YT, CA|2010-08-24T00:00:00|2599-12-31T23:59:59
CN|YUK8|61.2844|-139.7646|2456.0|Steele Glacier, YT, CA|2012-09-07T00:00:00|2599-12-31T23:59:59
CO|BIRD|34.645|-80.4615|132.0|Birdtown, Kershaw, SC, USA|2010-08-25T00:00:00|2599-12-31T23:59:59
CO|C1SC|32.798|-79.959|5.0|The Citadel,Charleston,SC|2012-10-08T19:00:00|2599-12-31T23:59:59
CO|CASEE|34.993|-82.9317|385.0|Lake Jocassee, SC, USA|2009-12-07T00:00:00|2599-12-31T23:59:59
CO|CSB|32.98698|-80.071545|6.0|Charleston Southern University, Charleston, SC, USA|2009-04-13T00:00:00|2599-12-31T23:59:59
CO|HAW|33.3612|-81.6097|112.0|Hawthorne Fire Tower, SC, USA|2010-03-11T00:00:00|2599-12-31T23:59:59
CO|HODGE|34.2315|-82.2586|151.0|Hodges, SC, USA|2010-03-25T00:00:00|2599-12-31T23:59:59
CO|JSC|34.2818|-81.25966|103.0|Jenkinsville, South Carolina|2009-04-13T00:00:00|2599-12-31T23:59:59
CO|PAULI|34.82097|-81.8144|179.0|Pauline, SC, USA|2011-04-26T00:00:00|2599-12-31T23:59:59
CO|SUMMV|33.0658|-80.2738|17.1|Summerville Airport, SC, USA|2015-04-21T00:00:00|2599-12-31T23:59:59
CO|TEEBA|32.8975|-80.1911|11.22|Mateeba, Summerville SC|2018-04-25T00:00:00|2599-12-31T23:59:59
CU|ANWB|17.66853|-61.78557|39.0|North Barbuda Island|2007-09-07T00:00:00|2599-12-31T23:59:59
CU|BBGH|13.1434|-59.5588|180.0|Gun Hill, Barbados|2006-09-06T18:12:00|2599-12-31T23:59:59
CU|GRGR|12.1324|-61.654|195.0|Grenville, Grenada|2006-12-12T11:41:00|2599-12-31T23:59:59
CU|GRTK|21.51149|-71.1327|12.0|Grand Turk, Turks and Caicos Islands|2007-12-18T00:00:00|2599-12-31T23:59:59
CU|GTBY|19.9268|-75.1108|79.0|Guantanamo Bay, Cuba|2007-08-27T15:26:00|2599-12-31T23:59:59
CU|SDDR|18.9821|-71.2878|589.0|Presa de Sabenta, Dominican Republic|2006-08-30T00:00:00|2599-12-31T23:59:59
CU|TGUH|14.057|-87.273|1151.0|Tegucigalpa, Honduras|2006-09-20T22:59:00|2599-12-31T23:59:59
CW|CAIB|22.497055|-79.47097|33.0|Caibarien, Villa Clara|2016-02-08T00:00:00|2599-12-31T23:59:59
CW|CCCC|21.193399|-77.417297|89.6|Cascorrro,Camaguey,Cuba|1998-01-01T00:00:00|2599-12-31T23:59:59
CW|CHIV|19.97648|-76.415131|20.0|Chivirico, Guama, Santiago de Cuba|2015-11-04T00:00:00|2599-12-31T23:59:59
CW|MARV|20.005285|-75.906555|100.0|Mar Verde, Santiago de Cuba|2016-09-13T00:00:00|2599-12-31T23:59:59
CW|MASC|20.175501|-74.231201|413.6|Maisi,Guantanamo,Cuba|1998-01-01T00:00:00|2599-12-31T23:59:59
CW|NMDO|20.559826|-74.982674|50.0|Presa Nuevo Mundo, Moa, Holguin|2015-09-09T00:00:00|2599-12-31T23:59:59
CW|PILO|19.91395|-77.408806|472.0|El Mamey, Pilon, Granma|2016-01-29T00:00:00|2599-12-31T23:59:59
CW|QMBU|20.19887|-74.811867|355.0|Quimbuelo, San Antonio del Sur, Guantanamo|2016-09-17T00:00:00|2599-12-31T23:59:59
CW|SOR|22.7932|-83.008598|100.0|Soroa,Artemisa,Cuba|1998-01-01T00:00:00|2599-12-31T23:59:59
CY|CBCY|19.73797|-79.758278|31.5|The Bluff, Cayman Brac, Cayman Islands|2011-01-01T00:00:00|2599-12-31T23:59:59
CY|FSCY|19.312851|-81.183533|1.7|Frank Sound, Grand Cayman, Cayman Islands|2011-01-01T00:00:00|2599-12-31T23:59:59
CY|LCCY|19.667603|-80.08213|5.5|Blossom Village, Little Cayman, Cayman Islands|2011-01-01T00:00:00|2599-12-31T23:59:59
CZ|KHC|49.130901|13.5782|700.0|Kasperske Hory|1973-01-01T00:00:00|2599-12-31T23:59:59
DK|ANGG|65.616302|-37.6371|9.0|Tasiilaq, Greenland|2010-08-02T00:00:00|2599-12-31T23:59:59
DK|BSD|55.113998|14.915|88.0|BORNHOLM SKOVBRYNET, DENMARK|1996-09-01T00:00:00|2599-12-31T23:59:59
DK|DBG|74.307098|-20.219299|1.0|Daneborg, Greenland|2010-08-11T00:00:00|2599-12-31T23:59:59
DK|ILULI|69.212143|-51.104801|53.5|Ilulissat, Greenland|2009-07-14T00:00:00|2599-12-31T23:59:59
DK|ISOG|65.547997|-38.9757|12.0|Isortoq, Greenland|2012-09-06T00:00:00|2599-12-31T23:59:59
DK|KULLO|74.580498|-57.2201|44.0|Kullorsuaq, Greenland|1976-01-01T00:00:00|2599-12-31T23:59:59
DK|MUD|56.455002|9.1733|12.0|Station Monsted Kalkmine, Denmark|2004-12-04T00:00:00|2599-12-31T23:59:59
DK|NEEM|77.444702|-51.073799|2513.0|Ice sheet ridges, Greenland|2011-07-16T00:00:00|2599-12-31T23:59:59
DK|NOR|81.604698|-16.6609|36.0|Station Nord, Greenland|2010-07-06T00:00:00|2599-12-31T23:59:59
DK|NRS|61.159531|-45.418751|80.0|Narsarsuaq, Greenland|2009-01-29T00:00:00|2599-12-31T23:59:59
DK|NUUK|64.1838|-51.6679|110.0|Nuuk, Greenland|2010-07-26T00:00:00|2599-12-31T23:59:59
DK|SCO|70.485603|-21.949699|69.0|Ittoqqortoormiit, Greenland|2009-09-22T23:00:00|2599-12-31T23:59:59
DK|TULEG|76.537399|-68.8237|38.0|Thule Air Base, Greenland|2010-05-04T00:00:00|2599-12-31T23:59:59
DR|NAVI|18.959101|-70.027802|680.0|Loma La Naviza, Cotui, Dominican Republic|2010-01-01T00:00:00|2599-12-31T23:59:59
DR|SC01|19.4275|-70.7277|235.0|Santiago, DR|2012-03-08T00:00:00|2599-12-31T23:59:59
DR|SDD|18.4632|-69.9169|34.0|Santo Domingo, DR|2009-05-17T00:00:00|2599-12-31T23:59:59
EC|ANTS|-0.4973|-78.170403|4580.0|OVANTI_S|2011-10-15T00:00:00|2599-12-31T23:59:59
EC|CHSH|-1.49385|-78.869331|4476.0|OVCHIM_S|2012-09-20T00:00:00|2599-12-31T23:59:59
EC|COHC|-2.4661|-79.257401|626.0|RENSIG, RENAC|2012-05-02T00:00:00|2599-12-31T23:59:59
EC|GGPC|-0.1804|-78.593697|4495.0|OVPICH_S|2012-06-11T00:00:00|2599-12-31T23:59:59
EC|IMBA|0.2764|-78.199097|3404.0|OVIMBA_S|2011-10-05T00:00:00|2599-12-31T23:59:59
EC|SLOR|-0.729811|-78.496742|3600.0|TEMP - COTO|2015-06-16T00:00:00|2599-12-31T23:59:59
EC|TULM|0.7161|-77.786903|3677.0|RENSIG|2012-08-09T00:00:00|2599-12-31T23:59:59
EC|VCES|-0.79991|-78.39444|4044.0|RENSIG|2012-08-21T00:00:00|2599-12-31T23:59:59
EI|DSB|53.24519|-6.37619|236.0|Dublin, Ireland|2016-07-04T00:00:00|2599-12-31T23:59:59
EI|IDGL|55.073002|-7.51|123.0|Station Inch Island, Ireland|2011-01-01T00:00:00|2599-12-31T23:59:59
EI|IGLA|53.419498|-9.375|31.0|Station Glengowla, Ireland|2011-01-01T00:00:00|2599-12-31T23:59:59
EI|ILTH|54.055199|-6.2654|227.0|Corrakit Louth|2011-12-01T00:00:00|2599-12-31T23:59:59
EI|IWEX|52.374298|-6.774499|180.0|CARRICKBYRNE, CO WEXFORD|2011-01-01T00:00:00|2599-12-31T23:59:59
EI|VAL|51.9394|-10.2442|14.0|Valentia|2008-01-01T00:00:00|2599-12-31T23:59:59
EP|KIDD|31.771774|-106.506378|1162.5|KIDD Seismic Observatory, U. Texas El Paso, Texas, USA|2009-10-08T00:00:00|2599-12-31T23:59:59
ET|ASTN|36.327|-83.476|753.0|Avondale Springs, TN|2001-05-10T00:00:00|2599-12-31T23:59:59
ET|CCNC|36.023|-82.714|1452.0|Camp Creek,NC|2007-07-10T00:00:00|2599-12-31T23:59:59
ET|CCRT|35.466|-84.053|915.0|Cowcamps Ridge, TN|2005-06-13T00:00:00|2599-12-31T23:59:59
ET|CMGA|34.629|-85.034|478.0|Chestnut Mtn,GA|2002-08-23T00:00:00|2599-12-31T23:59:59
ET|CPCT|35.45|-84.522|275.0|Cooper Cave,TN|2003-03-24T00:00:00|2599-12-31T23:59:59
ET|CPRT|36.1567|-83.8807|2188.0|Copper Ridge,TN|2001-05-10T00:00:00|2599-12-31T23:59:59
ET|DSNC|35.583056|-81.636111|762.0|Dogwood Stamp Mt., NC|2015-11-19T22:00:00|2599-12-31T23:59:59
ET|DYTN|35.491|-85.092|580.0|Dayton,TN|1998-01-01T00:00:00|2599-12-31T23:59:59
ET|ETT|35.326|-84.455|588.0|Etowah,TN|2000-03-20T00:00:00|2599-12-31T23:59:59
ET|GFM|36.111|-81.807|1726.0|Grandfather Mountain,NC|1982-04-30T00:00:00|2599-12-31T23:59:59
ET|GMG|34.863|-84.67|1097.0|Grassy Mountain,GA|1998-06-17T00:00:00|2599-12-31T23:59:59
ET|GRBT|35.674|-84.197|329.0|Greenback,TN|2000-02-22T00:00:00|2599-12-31T23:59:59
ET|LRVA|36.788|-82.786|1050.0|Lonesome Ridge,VA|2008-04-30T00:00:00|2599-12-31T23:59:59
ET|MGNC|35.737|-82.286|1964.0|Mt. Gibbes,NC|2006-05-20T00:00:00|2599-12-31T23:59:59
ET|RCGA|34.976|-85.348|460.0|Rock City,GA|1998-06-17T00:00:00|2599-12-31T23:59:59
ET|S5NC|36.50426|-81.07888|866.0|Sparta, NC aftershock station S5NC|2020-08-12T16:00:00|2599-12-31T23:59:59
ET|SWET|35.216|-85.932|581.0|Sewanee,TN|2000-05-15T00:00:00|2599-12-31T23:59:59
ET|TRYN|35.267|-82.246|915.0|Tryon Peak,NC|2000-03-04T00:00:00|2599-12-31T23:59:59
ET|TVNC2|36.03301|-81.212778|735.0|Taylorsville,NC|2016-04-01T00:00:00|2599-12-31T23:59:59
ET|VHTN|36.399|-82.802|648.0|Vann Hill,TN|2007-05-17T00:00:00|2599-12-31T23:59:59
ET|WMTN2|36.40952|-84.17553|849.0|Walnut Mountain 2|2018-04-10T19:00:00|2599-12-31T23:59:59
ET|WSNC|35.173|-83.581|1640.0|Winespring Bald,NC|2008-11-03T00:00:00|2599-12-31T23:59:59
G|AIS|-37.796349|77.569183|35.9|Nouvelle-Amsterdam - TAAF, France|1993-12-25T00:00:00|2599-12-31T23:59:59
G|ATD|11.530725|42.846634|610.0|Arta Cave - Arta, Republic of Djibouti|1993-07-07T00:00:00|2599-12-31T23:59:59
G|CAN|-35.318715|148.996325|700.0|Canberra, Australia|1987-11-27T00:00:00|2599-12-31T23:59:59
G|CCD|-75.1065|123.305|3240.0|Concordia Base, Dome C, Antartica|2007-01-01T00:00:00|2599-12-31T23:59:59
G|COYC|-45.57299|-72.08139|235.0|Coyhaique, Chile|2004-12-17T00:00:00|2599-12-31T23:59:59
G|CRZF|-46.43096|51.855308|140.0|Port Alfred - Ile de la Possession - Crozet Islands, France|1986-02-01T00:00:00|2599-12-31T23:59:59
G|DRV|-66.664909|140.002075|40.0|Dumont d'Urville - Terre Adelie, Antarctica|1986-02-01T00:00:00|2599-12-31T23:59:59
G|ECH|48.216312|7.158961|580.0|Echery - Sainte Marie aux Mines, France|1990-11-08T00:00:00|2599-12-31T23:59:59
G|EDA|3.778868|10.153427|140.0|Edea, Cameroon|2019-05-04T00:00:00|2599-12-31T23:59:59
G|FDFM|14.73493|-61.159728|320.0|Morne la Rosette, Martinique, France|2019-10-24T00:00:00|2599-12-31T23:59:59
G|FOMA|-24.97565|46.978877|28.0|Nahampoana Reserve - Fort Dauphin, Madagascar|2008-09-01T00:00:00|2599-12-31T23:59:59
G|FUTU|-14.307673|-178.121063|97.0|Maopo'opo, Futuna|2016-06-26T00:00:00|2599-12-31T23:59:59
G|HDC|10.00201|-84.11142|1186.0|Heredia, Costa Rica|1997-03-08T00:00:00|2599-12-31T23:59:59
G|INU|35.35|137.029|132.0|Inuyama, Japan|1987-03-04T00:00:00|2599-12-31T23:59:59
G|IVI|61.205808|-48.171178|15.0|Ivittuut, Greenland|2011-09-12T00:00:00|2599-12-31T23:59:59
G|KIP|21.42|-158.0112|110.0|Kipapa, Hawaii, USA|1986-04-17T00:00:00|2599-12-31T23:59:59
G|MPG|5.11011|-52.644483|147.0|Montagne des Peres - French Guiana, France|2000-07-03T00:00:00|2599-12-31T23:59:59
G|NOUC|-22.09863|166.30665|137.0|Port Laguerre - New Caledonia, France|1988-03-21T00:00:00|2599-12-31T23:59:59
G|PAF|-49.351|70.210708|17.0|Port aux Francais - Kerguelen - TAAF, France|1983-01-01T00:00:00|2599-12-31T23:59:59
G|PEL|-33.143607|-70.67494|700.0|Peldehue, Chile|1995-10-04T00:00:00|2599-12-31T23:59:59
G|PPTF|-17.5896|-149.565247|705.0|Pamatai - Papeete - Tahiti island - French Polynesia, France|2009-04-25T00:00:00|2599-12-31T23:59:59
G|RER|-21.1712|55.739861|834.0|Riviere de l'Est - Sainte Rose - La Reunion island, France|1986-02-10T00:00:00|2599-12-31T23:59:59
G|ROCAM|-19.75553|63.37014|52.0|Leguat Reserve, Rodrigues Island, Republic of Mauritius|2012-12-15T00:00:00|2599-12-31T23:59:59
G|SANVU|-15.447148|167.203231|56.0|Espiritu Santo, Vanuatu|2011-11-01T00:00:00|2599-12-31T23:59:59
G|SOK|14.494418|-16.456223|70.9|Sop - Niakhar, Senegal|2020-03-08T12:00:00|2599-12-31T23:59:59
G|SSB|45.279|4.542|700.0|Tunnel de Badole - Saint Sauveur en Rue, France|1982-05-02T00:00:00|2599-12-31T23:59:59
G|TAM|22.791491|5.52838|1410.0|Tamanrasset, Algeria|1983-11-16T00:00:00|2599-12-31T23:59:59
G|TAOE|-8.85492|-140.14775|800.0|Taiohae - Marquesas islands, France|2004-11-01T20:00:00|2599-12-31T23:59:59
G|TRIS|-37.0681|-12.3152|60.0|Tristan da Cunha|2004-03-03T00:00:00|2599-12-31T23:59:59
G|UNM|19.329662|-99.178065|2280.0|Unam - Mexico, Mexico|1990-06-06T00:00:00|2599-12-31T23:59:59
G|WUS|41.200716|79.216498|1468.0|Wushi - Xinjiang Uygur, China|1988-10-31T00:00:00|2599-12-31T23:59:59
GB|BIGH|58.4935|-3.9087|70.0|UPPER BIGHOUSE, SCOTLAND|2009-12-15T00:00:00|2599-12-31T23:59:59
GB|CCA1|50.186699|-5.227299|209.0|CARNMENELLIS, ENGLAND|2008-04-30T00:00:00|2599-12-31T23:59:59
GB|CWF|52.738499|-1.30767|203.0|CHARNWOOD FOREST, ENGLAND|2004-03-01T00:00:00|2599-12-31T23:59:59
GB|DRUM|56.912498|-2.4864|208.0|DRUMTOCHTY, SCOTLAND|2009-04-22T00:00:00|2599-12-31T23:59:59
GB|DYA|50.435329|-3.931|292.0|YADSWORTHY, ENGLAND|2007-01-17T00:00:00|2599-12-31T23:59:59
GB|EDI|55.923328|-3.1875|125.0|EDINBURGH, SCOTLAND|2003-12-16T00:00:00|2599-12-31T23:59:59
GB|EDMD|54.8312|-1.9636|337.0|EDMUNDBYERS, ENGLAND|2011-10-01T00:00:00|2599-12-31T23:59:59
GB|ELSH|51.147598|1.1366|129.0|ELHAM, ENGLAND|2008-06-21T00:00:00|2599-12-31T23:59:59
GB|ESK|55.316502|-3.2052|258.0|ESKDALEMUIR, SCOTLAND|2007-09-28T00:00:00|2599-12-31T23:59:59
GB|FOEL|52.887901|-3.2012|449.0|TREGEIROG, WALES|2008-10-29T00:00:00|2599-12-31T23:59:59
GB|HMNX|50.867298|0.3363|26.0|HERSMONCEAUX, ENGLAND|2009-05-28T00:00:00|2599-12-31T23:59:59
GB|HPK|53.958172|-1.624168|233.0|HAVERAH PARK, ENGLAND|2007-02-14T00:00:00|2599-12-31T23:59:59
GB|HTL|50.994339|-4.484829|86.0|HARTLAND, ENGLAND|2003-07-16T00:00:00|2599-12-31T23:59:59
GB|INVG|56.42733|-4.04383|279.0|INVERGELDIE , ENGLAND|2010-11-18T00:00:00|2599-12-31T23:59:59
GB|IOMK|54.260502|-4.5662|188.0|KIRK MICHAEL, ISLE OF MAN|2012-02-10T00:00:00|2599-12-31T23:59:59
GB|JSA|49.187801|-2.171698|39.0|ST AUBINS, JERSEY|2007-09-06T00:00:00|2599-12-31T23:59:59
GB|KESW|54.588501|-3.1034|282.0|KESWICK, ENGLAND|2008-09-02T00:00:00|2599-12-31T23:59:59
GB|KPL|57.339169|-5.652669|13.0|PLOCKTON, SCOTLAND|2006-04-01T00:00:00|2599-12-31T23:59:59
GB|LBWR|53.4016|-1.724698|353.0|LADYBOWER, ENGLAND|2011-12-06T00:00:00|2599-12-31T23:59:59
GB|LMK|53.457298|-0.3274|133.0|MARKET RASEN, ENGLAND|2009-07-19T00:00:00|2599-12-31T23:59:59
GB|LRW|60.136002|-1.177829|98.0|LERWICK, SHETLAND ISLANDS|2003-07-16T00:00:00|2599-12-31T23:59:59
GB|MCH1|51.99733|-2.99833|219.0|MICHAELCHURCH, WALES|2004-09-14T00:00:00|2599-12-31T23:59:59
GB|SOFL|62.068501|-6.965798|721.0|SORNFELLI, FAROE ISLANDS|2007-09-17T00:00:00|2599-12-31T23:59:59
